id,user_id,movie_id,tag,timestamp
11,18,431,Al Pacino,2016-05-01 21:39:25.000000
12,18,431,gangster,2016-05-01 21:39:09.000000
13,18,431,mafia,2016-05-01 21:39:15.000000
34,62,2,fantasy,2018-06-12 22:52:09.000000
35,62,2,magic board game,2018-06-12 22:52:12.000000
36,62,2,Robin Williams,2018-06-12 22:51:47.000000
37,62,110,beautiful scenery,2018-06-04 22:49:01.000000
38,62,110,epic,2018-06-04 22:48:52.000000
39,62,110,historical,2018-06-04 22:48:43.000000
40,62,110,inspirational,2018-06-04 22:48:47.000000
41,62,110,Medieval,2018-06-04 22:48:48.000000
42,62,110,mel gibson,2018-06-04 22:48:41.000000
43,62,110,Oscar (Best Cinematography),2018-06-04 22:48:59.000000
44,62,110,revenge,2018-06-04 22:48:51.000000
45,62,110,sword fight,2018-06-04 22:48:55.000000
46,62,410,black comedy,2018-05-06 19:56:47.000000
47,62,410,Christina Ricci,2018-05-06 19:58:05.000000
48,62,410,Christopher Lloyd,2018-05-06 19:57:02.000000
49,62,410,dark comedy,2018-05-06 19:56:50.000000
50,62,410,family,2018-05-06 19:58:28.000000
51,62,410,gothic,2018-05-06 19:56:49.000000
404,63,260,classic,2015-09-25 16:48:18.000000
405,63,260,space action,2015-09-25 16:48:30.000000
406,76,260,action,2015-08-10 00:13:14.000000
407,76,260,sci-fi,2015-08-10 00:13:08.000000
408,103,260,EPIC,2015-05-18 13:05:12.000000
409,103,260,great soundtrack,2015-05-18 13:05:37.000000
410,103,296,good dialogue,2015-05-18 13:09:15.000000
411,103,296,great soundtrack,2015-05-18 13:09:15.000000
412,103,296,non-linear,2015-05-18 13:09:15.000000
415,112,260,classic sci-fi,2015-09-18 00:21:22.000000
416,112,260,engrossing adventure,2015-09-18 00:21:13.000000
417,112,260,EPIC,2015-09-18 00:21:06.000000
418,119,260,classic,2015-07-03 16:55:30.000000
419,119,260,Nerd,2015-07-03 16:55:20.000000
487,166,293,assassin,2007-09-02 23:08:04.000000
488,166,293,Jean Reno,2007-09-02 23:08:07.000000
493,167,104,test tag,2006-08-04 19:14:32.000000
532,193,260,classic sci-fi,2015-07-02 17:09:00.000000
533,193,260,space action,2015-07-02 17:09:15.000000
534,193,260,space epic,2015-07-02 17:09:10.000000
552,205,260,oldie but goodie,2018-03-01 10:11:41.000000
553,205,260,sci-fi,2018-03-01 10:11:18.000000
554,205,260,Star Wars,2018-03-01 10:11:48.000000
562,289,3,moldy,2006-03-27 02:01:00.000000
563,289,3,old,2006-03-27 02:01:00.000000
564,289,527,moving,2006-03-27 02:01:35.000000
620,319,364,Disney,2016-04-22 19:04:58.000000
621,319,364,Disney animated feature,2016-04-22 19:05:08.000000
622,319,364,Oscar (Best Music - Original Score),2016-04-22 19:05:19.000000
630,336,1,pixar,2006-02-04 09:36:04.000000
631,336,153,superhero,2006-02-04 09:37:20.000000
632,336,552,knights,2006-02-04 09:37:05.000000
640,341,260,ROBOTS AND ANDROIDS,2015-08-16 18:49:16.000000
641,341,260,space,2015-08-16 18:49:21.000000
647,357,39,chick flick,2012-09-26 02:51:07.000000
648,357,39,funny,2012-09-26 02:51:09.000000
649,357,39,Paul Rudd,2012-09-26 02:51:11.000000
650,357,39,quotable,2012-09-26 02:51:13.000000
651,357,39,seen more than once,2012-09-26 02:51:18.000000
697,424,32,time travel,2016-03-13 20:44:32.000000
698,424,47,mystery,2016-03-13 04:14:30.000000
699,424,47,twist ending,2016-03-13 04:14:18.000000
700,424,50,mindfuck,2016-03-13 04:12:08.000000
701,424,50,suspense,2016-03-13 04:11:55.000000
702,424,50,thriller,2016-03-13 04:12:12.000000
703,424,50,tricky,2016-03-13 04:12:20.000000
704,424,50,twist ending,2016-03-13 04:11:46.000000
705,424,147,addiction,2016-03-13 20:40:27.000000
706,424,147,heroin,2016-03-13 20:40:31.000000
707,424,147,Leonardo DiCaprio,2016-03-13 20:40:25.000000
708,424,147,Mark Wahlberg,2016-03-13 20:40:24.000000
709,424,175,controversial,2016-03-13 20:41:05.000000
710,424,175,New York City,2016-03-13 20:41:11.000000
711,424,175,Nudity (Full Frontal),2016-03-13 20:41:08.000000
712,424,223,cynical,2016-03-13 04:41:06.000000
713,424,223,hilarious,2016-03-13 04:41:26.000000
714,424,223,independent film,2016-03-13 04:41:24.000000
715,424,223,quirky,2016-03-13 04:41:13.000000
716,424,223,witty,2016-03-13 04:41:20.000000
717,424,260,classic sci-fi,2016-03-13 20:26:12.000000
718,424,260,sci-fi,2016-03-13 20:26:06.000000
719,424,260,space adventure,2016-03-13 20:26:10.000000
720,424,260,Star Wars,2016-03-13 20:26:15.000000
721,424,288,brutality,2016-03-13 05:16:24.000000
722,424,288,controversial,2016-03-13 05:16:35.000000
723,424,288,dark comedy,2016-03-13 05:16:20.000000
724,424,288,psychedelic,2016-03-13 05:16:31.000000
725,424,288,satire,2016-03-13 05:16:38.000000
726,424,288,stylized,2016-03-13 05:16:29.000000
727,424,296,cult film,2016-03-13 04:49:06.000000
728,424,296,drugs,2016-03-13 04:49:10.000000
729,424,296,Quentin Tarantino,2016-03-13 04:49:01.000000
730,424,296,Tarantino,2016-03-13 04:49:17.000000
731,424,364,soundtrack,2016-03-13 05:04:57.000000
732,424,527,thought-provoking,2016-03-13 20:30:41.000000
733,424,541,sci-fi,2016-03-13 20:28:38.000000
734,424,589,apocalypse,2016-03-13 04:54:14.000000
735,424,589,Arnold Schwarzenegger,2016-03-13 04:54:01.000000
736,424,589,nuclear war,2016-03-13 04:54:21.000000
737,424,589,sci-fi,2016-03-13 04:54:07.000000
738,424,589,Suspense,2016-03-13 04:54:24.000000
739,424,589,time travel,2016-03-13 04:54:03.000000
740,424,608,based on a true story,2016-03-13 20:28:02.000000
741,424,608,dark comedy,2016-03-13 20:27:50.000000
742,424,608,KIDNAPPING,2016-03-13 20:27:57.000000
743,424,608,Steve Buscemi,2016-03-13 20:27:45.000000
982,474,1,pixar,2006-01-14 02:47:05.000000
983,474,2,game,2006-01-16 01:39:12.000000
984,474,5,pregnancy,2006-01-16 01:11:43.000000
985,474,5,remake,2006-01-16 01:11:43.000000
986,474,7,remake,2006-01-16 01:40:42.000000
987,474,11,politics,2006-01-16 01:28:24.000000
988,474,11,president,2006-01-16 01:28:24.000000
989,474,14,politics,2006-01-16 01:40:23.000000
990,474,14,president,2006-01-16 01:40:23.000000
991,474,16,Mafia,2006-01-13 19:47:20.000000
992,474,17,Jane Austen,2006-01-13 19:39:13.000000
993,474,21,Hollywood,2006-01-14 02:36:18.000000
994,474,22,serial killer,2006-01-16 01:38:16.000000
995,474,25,alcoholism,2006-01-24 21:19:15.000000
996,474,26,Shakespeare,2006-01-24 21:20:03.000000
997,474,28,In Netflix queue,2006-01-14 01:25:42.000000
998,474,28,Jane Austen,2006-01-13 19:20:37.000000
999,474,29,kidnapping,2006-01-24 21:17:53.000000
1000,474,31,high school,2006-01-16 01:38:22.000000
1001,474,31,teacher,2006-01-16 01:38:22.000000
1002,474,32,time travel,2006-01-14 02:47:06.000000
1003,474,34,Animal movie,2006-01-13 19:35:56.000000
1004,474,34,pigs,2006-01-14 02:20:37.000000
1005,474,36,death penalty,2006-01-14 01:32:43.000000
1006,474,36,Nun,2006-01-13 22:27:07.000000
1007,474,38,twins,2006-01-16 01:09:20.000000
1008,474,39,Emma,2006-01-24 21:18:12.000000
1009,474,39,Jane Austen,2006-01-24 21:18:12.000000
1010,474,40,In Netflix queue,2006-01-14 01:28:27.000000
1011,474,40,South Africa,2006-01-14 01:28:27.000000
1012,474,41,Shakespeare,2006-01-24 21:20:46.000000
1013,474,43,England,2006-01-24 21:20:40.000000
1014,474,45,Journalism,2006-01-14 02:47:06.000000
1015,474,46,wedding,2006-01-16 01:38:59.000000
1016,474,47,serial killer,2006-01-14 02:40:52.000000
1017,474,50,heist,2006-01-14 02:47:06.000000
1018,474,52,adoption,2006-01-14 02:38:35.000000
1019,474,52,prostitution,2006-01-14 02:39:31.000000
1020,474,58,writing,2006-01-24 21:20:13.000000
1021,474,62,music,2006-01-16 01:29:17.000000
1022,474,92,Jekyll and Hyde,2006-01-24 21:19:34.000000
1023,474,96,theater,2006-01-24 21:18:57.000000
1024,474,101,crime,2006-01-24 21:17:40.000000
1025,474,104,golf,2006-01-16 01:13:34.000000
1026,474,107,muppets,2006-01-16 01:39:33.000000
1027,474,110,Scotland,2006-01-13 19:36:14.000000
1028,474,111,assassination,2006-01-14 02:41:53.000000
1029,474,116,Holocaust,2006-01-23 18:19:58.000000
1030,474,122,dating,2006-01-16 01:07:59.000000
1031,474,140,journalism,2006-01-16 01:30:31.000000
1032,474,150,moon,2006-01-14 02:20:34.000000
1033,474,150,NASA,2006-01-13 19:36:17.000000
1034,474,150,space,2006-01-14 02:20:33.000000
1035,474,153,superhero,2006-01-16 01:37:33.000000
1036,474,160,Michael Crichton,2006-01-16 01:08:46.000000
1037,474,161,submarine,2006-01-24 21:18:17.000000
1038,474,162,In Netflix queue,2006-01-14 01:27:18.000000
1039,474,185,computers,2006-01-16 01:40:04.000000
1040,474,199,Made me cry,2006-01-14 01:45:24.000000
1041,474,215,generation X,2006-01-23 18:20:10.000000
1042,474,216,school,2006-01-16 01:07:55.000000
1043,474,222,Ireland,2006-01-13 19:47:24.000000
1044,474,223,generation X,2006-01-24 21:18:00.000000
1045,474,224,mental illness,2006-01-24 21:18:36.000000
1046,474,224,psychology,2006-01-24 21:18:36.000000
1047,474,230,Stephen King,2006-01-24 21:18:26.000000
1048,474,232,In Netflix queue,2006-01-14 01:10:27.000000
1049,474,235,movie business,2006-01-13 19:47:31.000000
1050,474,237,basketball,2006-01-24 21:18:48.000000
1051,474,237,France,2006-01-24 21:18:48.000000
1052,474,237,infertility,2006-01-24 21:18:48.000000
1053,474,246,basketball,2006-01-20 19:19:40.000000
1054,474,247,Australia,2006-01-13 19:47:46.000000
1055,474,249,Beethoven,2006-01-13 19:47:52.000000
1056,474,252,Einstein,2006-01-16 01:13:41.000000
1057,474,257,court,2006-01-16 01:39:15.000000
1058,474,260,darth vader,2006-01-14 02:41:34.000000
1059,474,260,luke skywalker,2006-01-14 02:41:36.000000
1060,474,260,space opera,2006-01-14 02:41:44.000000
1061,474,261,Louisa May Alcott,2006-01-13 19:48:08.000000
1062,474,262,England,2006-01-14 02:36:43.000000
1063,474,262,Girl Power,2006-01-14 02:36:43.000000
1064,474,262,India,2006-01-14 02:36:43.000000
1065,474,272,England,2006-01-24 21:19:26.000000
1066,474,272,mental illness,2006-01-24 21:19:26.000000
1067,474,277,Christmas,2006-01-16 01:13:47.000000
1068,474,279,In Netflix queue,2006-01-14 01:29:19.000000
1069,474,280,prison,2006-01-16 01:39:45.000000
1070,474,282,disability,2006-01-16 01:39:54.000000
1071,474,282,twins,2006-01-16 01:39:54.000000
1072,474,290,In Netflix queue,2006-01-14 01:25:07.000000
1073,474,293,hit men,2006-01-24 21:20:19.000000
1074,474,296,hit men,2006-01-14 02:16:41.000000
1075,474,300,TV,2006-01-14 02:39:36.000000
1076,474,307,Death,2006-01-14 01:44:47.000000
1077,474,308,marriage,2006-01-14 02:47:07.000000
1078,474,316,time travel,2006-01-24 21:21:13.000000
1079,474,317,Christmas,2006-01-16 01:14:07.000000
1080,474,318,prison,2006-01-14 02:17:40.000000
1081,474,318,Stephen King,2006-01-13 19:39:31.000000
1082,474,318,wrongful imprisonment,2006-01-14 02:17:44.000000
1083,474,326,In Netflix queue,2006-01-14 01:23:17.000000
1084,474,329,Enterprise,2006-01-14 02:41:31.000000
1085,474,337,mental illness,2006-01-14 02:47:08.000000
1086,474,338,serial killer,2006-01-16 01:41:02.000000
1087,474,339,coma,2006-01-24 21:23:01.000000
1088,474,342,Australia,2006-01-24 21:19:53.000000
1089,474,342,weddings,2006-01-24 21:19:53.000000
1090,474,345,cross dressing,2006-01-23 18:19:41.000000
1091,474,345,men in drag,2006-01-23 18:19:41.000000
1092,474,345,remade,2006-01-23 18:19:41.000000
1093,474,349,Tom Clancy,2006-01-13 19:36:01.000000
1094,474,350,John Grisham,2006-01-16 01:38:02.000000
1095,474,351,interracial romance,2006-01-16 01:13:28.000000
1096,474,356,shrimp,2006-01-16 01:38:39.000000
1097,474,356,Vietnam,2006-01-16 01:38:39.000000
1098,474,357,wedding,2006-01-16 01:38:47.000000
1099,474,361,gambling,2006-01-24 21:19:11.000000
1100,474,363,Holocaust,2006-01-14 01:28:43.000000
1101,474,363,In Netflix queue,2006-01-14 01:28:43.000000
1102,474,364,Disney,2006-01-13 19:35:59.000000
1103,474,371,journalism,2006-01-16 01:40:29.000000
1104,474,377,bus,2006-01-14 02:41:16.000000
1105,474,380,spies,2006-01-14 02:47:06.000000
1106,474,381,alcoholism,2006-01-16 01:30:43.000000
1107,474,412,Edith Wharton,2006-01-13 19:47:13.000000
1108,474,421,horses,2006-01-23 18:20:15.000000
1109,474,425,mental illness,2006-01-23 18:20:34.000000
1110,474,425,Oscar (Best Actress),2006-01-23 18:20:34.000000
1111,474,440,President,2006-01-13 22:28:49.000000
1112,474,454,John Grisham,2006-01-13 19:47:38.000000
1113,474,457,based on a TV show,2006-01-20 19:18:37.000000
1114,474,471,hula hoop,2006-01-16 01:39:07.000000
1115,474,474,assassination,2006-01-24 21:19:03.000000
1116,474,475,Ireland,2006-01-13 19:47:57.000000
1117,474,477,biopic,2006-01-24 21:22:56.000000
1118,474,480,Dinosaur,2006-01-14 01:42:01.000000
1119,474,488,Japan,2006-01-16 01:39:30.000000
1120,474,488,sexuality,2006-01-16 01:39:30.000000
1121,474,497,Shakespeare,2006-01-13 19:39:03.000000
1122,474,500,cross dressing,2006-01-16 01:29:19.000000
1123,474,500,divorce,2006-01-16 01:29:21.000000
1124,474,500,men in drag,2006-01-16 01:29:27.000000
1125,474,508,AIDs,2006-01-16 01:40:34.000000
1126,474,513,radio,2006-01-24 21:20:37.000000
1127,474,513,show business,2006-01-24 21:20:37.000000
1128,474,515,Butler,2006-01-14 01:36:39.000000
1129,474,515,Housekeeper,2006-01-14 01:36:39.000000
1130,474,516,military,2006-01-16 01:17:30.000000
1131,474,522,Australia,2006-01-24 21:21:00.000000
1132,474,522,racism,2006-01-24 21:21:00.000000
1133,474,522,violence,2006-01-24 21:21:00.000000
1134,474,524,football,2006-01-16 01:30:02.000000
1135,474,527,Holocaust,2006-01-13 19:36:10.000000
1136,474,529,chess,2006-01-13 19:48:25.000000
1137,474,531,In Netflix queue,2006-01-14 01:24:56.000000
1138,474,534,C.S. Lewis,2006-01-13 19:39:23.000000
1139,474,535,large cast,2006-01-14 02:41:11.000000
1140,474,538,race,2006-01-24 21:21:05.000000
1141,474,539,Empire State Building,2006-01-14 01:44:01.000000
1142,474,541,robots,2006-01-16 01:37:44.000000
1143,474,543,beat poetry,2006-01-14 01:44:17.000000
1144,474,551,Christmas,2006-01-16 01:40:15.000000
1145,474,551,Halloween,2006-01-16 01:40:15.000000
1146,474,556,politics,2006-01-16 01:41:06.000000
1147,474,562,adolescence,2006-01-14 02:47:07.000000
1148,474,586,christmas,2006-01-16 01:16:22.000000
